N_dist,reconstr_success,original_pattern,distorted_pattern3,True,"[[0;0], [1;6], [2;1], [3;8], [4;3], [5;2], [6;7], [7;0], [8;0]]","[[6;4], [8;1], [2;7], [7;0], [0;0], [4;3], [1;6], [3;8], [5;2]]"
3,True,"[[0;0], [1;4], [2;6], [3;8], [4;2], [5;0], [6;6], [7;1], [8;8]]","[[2;4], [5;4], [8;7], [3;8], [4;2], [1;4], [7;1], [6;6], [0;0]]"
